Wed Sep 04 07:16:13 2013    prof

         117823 function calls (114591 primitive calls) in 2.380 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 pyparsing_py2.py:2149(__init__)
        2    0.000    0.000    0.000    0.000 threading.py:259(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:243(BboxBase)
        1    0.000    0.000    0.000    0.000 numbers.py:169(Real)
        1    0.000    0.000    0.000    0.000 calendar.py:47(_localized_month)
       15    0.000    0.000    0.000    0.000 :0(copy)
        1    0.000    0.000    0.000    0.000 threading.py:573(set)
        3    0.000    0.000    0.000    0.000 legend_handler.py:167(__init__)
       17    0.000    0.000    0.000    0.000 _weakrefset.py:16(__init__)
        7    0.000    0.000    0.000    0.000 cbook.py:1056(__init__)
        1    0.000    0.000    0.000    0.000 dual.py:12(<module>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:661(GraphicsContextBase)
        1    0.000    0.000    0.000    0.000 pyparsing_py2.py:3105(__init__)
       17    0.000    0.000    0.000    0.000 :0(__subclasshook__)
        1    0.000    0.000    0.000    0.000 new.py:5(<module>)
        8    0.000    0.000    0.000    0.000 os.py:422(__getitem__)
        1    0.000    0.000    0.000    0.000 textpath.py:27(__init__)
        3    0.000    0.000    0.000    0.000 :0(compress)
       13    0.000    0.000    0.000    0.000 :0(setter)
       12    0.000    0.000    0.000    0.000 :0(GetCurrentProcess)
        1    0.000    0.000    0.000    0.000 triplot.py:1(<module>)
       17    0.000    0.000    0.000    0.000 :0(__subclasses__)
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
        1    0.000    0.000    0.000    0.000 groups.py:232(GroupsHDU)
        1    0.000    0.000    0.000    0.000 :0(ConnectRegistry)
        1    0.000    0.000    0.000    0.000 pyparsing_py2.py:2384(And)
        1    0.000    0.000    0.000    0.000 linalg.py:99(_commonType)
        2    0.000    0.000    0.000    0.000 type_check.py:234(iscomplexobj)
        1    0.000    0.000    0.000    0.000 ufuncs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 axis.py:598(Axis)
        1    0.000    0.000    0.000    0.000 tripcolor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 :0(LoadLibrary)
        1    0.000    0.000    0.000    0.000 _methods.py:4(<module>)
       12    0.000    0.000    0.000    0.000 :0(geterrobj)
        2    0.000    0.000    0.000    0.000 __config__.py:3(<module>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:116(RendererBase)
        6    0.000    0.000    0.000    0.000 :0(clear)
        1    0.000    0.000    0.000    0.000 patches.py:46(Patch)
        1    0.000    0.000    0.000    0.000 quiver.py:367(Quiver)
        1    0.000    0.000    0.000    0.000 pickle.py:827(Unpickler)
        2    0.000    0.000    0.000    0.000 warnings.py:74(simplefilter)
        4    0.000    0.000    0.000    0.000 numerictypes.py:608(obj2sctype)
        1    0.000    0.000    0.000    0.000 collections.py:1282(QuadMesh)
        3    0.000    0.000    0.000    0.000 tempfile.py:216(_get_candidate_names)
        1    0.000    0.000    0.000    0.000 mathtext.py:664(BakomaFonts)
        6    0.000    0.000    0.000    0.000 Image.py:92(isTupleType)
        3    0.000    0.000    0.000    0.000 __init__.py:281(wrap)
       17    0.000    0.000    0.000    0.000 pyparsing_py2.py:1384(leaveWhitespace)
        1    0.000    0.000    0.000    0.000 ImageMode.py:17(<module>)
        1    0.000    0.000    0.000    0.000 base.py:69(_BaseHDU)
        2    0.000    0.000    0.000    0.000 :0(getcwd)
        2    0.000    0.000    0.000    0.000 :0(exc_info)
        1    0.000    0.000    0.000    0.000 StringIO.py:30(<module>)
        1    0.000    0.000    0.000    0.000 six.py:83(__get__)
        1    0.000    0.000    0.000    0.000 threading.py:113(RLock)
       10    0.000    0.000    0.000    0.000 legend_handler.py:54(__init__)
        4    0.000    0.000    0.000    0.000 Image.py:606(load)
        1    0.000    0.000    0.000    0.000 legend_handler.py:477(__init__)
        1    0.000    0.000    0.000    0.000 mbcs.py:38(getregentry)
        4    0.000    0.000    0.000    0.000 BmpImagePlugin.py:185(o16)
        7    0.000    0.000    0.000    0.000 :0(seterrobj)
       18    0.000    0.000    0.000    0.000 :0(random)
        1    0.000    0.000    0.000    0.000 raw_unicode_escape.py:36(getregentry)
       18    0.000    0.000    0.000    0.000 version.py:273(<lambda>)
        1    0.000    0.000    0.000    0.000 compat.py:106(Unpickler)
        1    0.000    0.000    0.000    0.000 colorbar.py:207(ColorbarBase)
        1    0.000    0.000    0.000    0.000 axis.py:23(Tick)
        1    0.000    0.000    0.000    0.000 hex_codec.py:70(getregentry)
        3    0.000    0.000    0.000    0.000 ntpath.py:42(normcase)
        6    0.000    0.000    0.000    0.000 pyparsing_py2.py:372(keys)
        9    0.000    0.000    0.000    0.000 :0(insert)
        1    0.000    0.000    0.000    0.000 threading.py:399(notifyAll)
        1    0.000    0.000    0.000    0.000 threading.py:638(Thread)
        2    0.000    0.000    0.000    0.000 getlimits.py:242(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing_py2.py:2200(__init__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2496(NavigationToolbar2)
       16    0.000    0.000    0.000    0.000 pyparsing_py2.py:3136(postParse)
        1    0.000    0.000    0.000    0.000 backend_pdf.py:1427(RendererPdf)
        1    0.000    0.000    0.000    0.000 pyparsing_py2.py:1522(__init__)
        8    0.000    0.000    0.000    0.000 :0(lstrip)
        1    0.000    0.000    0.000    0.000 random.py:72(Random)
        3    0.000    0.000    0.000    0.000 UserDict.py:4(__init__)
        1    0.000    0.000    0.000    0.000 collections.py:1213(TriMesh)
        1    0.000    0.000    0.000    0.000 twodim_base.py:3(<module>)
        1    0.000    0.000    0.000    0.000 base.py:694(_ValidHDU)
        1    0.000    0.000    0.000    0.000 pyparsing_py2.py:670(ParserElement)
        6    0.000    0.000    0.000    0.000 :0(rfind)
       16    0.000    0.000    0.000    0.000 pyparsing_py2.py:264(__getitem__)
        1    0.000    0.000    0.000    0.000 _cm.py:45(cubehelix)
        1    0.000    0.000    0.000    0.000 function_base.py:1819(__init__)
        4    0.000    0.000    0.000    0.000 core.py:90(doc_note)
        2    0.000    0.000    0.000    0.000 mlab.py:2392(__init__)
        1    0.000    0.000    0.000    0.000 <string>:1(ParseResult)
        1    0.000    0.000    0.000    0.000 backend_bases.py:977(TimerBase)
        3    0.000    0.000    0.000    0.000 Image.py:2094(register_mime)
        1    0.000    0.000    0.000    0.000 _iotools.py:456(StringConverter)
        1    0.000    0.000    0.000    0.000 defmatrix.py:195(matrix)
        1    0.000    0.000    0.000    0.000 <string>:1(SplitResult)
        8    0.000    0.000    0.000    0.000 mathtext.py:1710(__init__)
        4    0.000    0.000    0.000    0.000 :0(apply)
        1    0.000    0.000    0.000    0.000 textwrap.py:146(_munge_whitespace)
        1    0.000    0.000    0.000    0.000 base.py:598(_NonstandardHDU)
        1    0.000    0.000    0.000    0.000 :0(QueryValueEx)
        2    0.000    0.000    0.000    0.000 :0(resize)
        1    0.000    0.000    0.000    0.000 threading.py:131(__init__)
        1    0.000    0.000    0.000    0.000 decimal.py:3763(Context)
        2    0.000    0.000    0.000    0.000 :0(register_dialect)
        1    0.000    0.000    0.000    0.000 column.py:80(_ColumnFormat)
        1    0.000    0.000    0.000    0.000 legend_handler.py:365(__init__)
        1    0.000    0.000    0.000    0.000 pickle.py:171(Pickler)
        1    0.000    0.000    0.000    0.000 extras.py:1497(__init__)
        6    0.000    0.000    0.000    0.000 pyparsing_py2.py:174(__init__)
        1    0.000    0.000    0.000    0.000 quiver.py:220(QuiverKey)
        4    0.000    0.000    0.000    0.000 :0(clock)
        1    0.000    0.000    0.000    0.000 table.py:144(Table)
        1    0.000    0.000    0.000    0.000 contour.py:51(ContourLabeler)
        1    0.000    0.000    0.000    0.000 collections.py:26(OrderedDict)
        1    0.000    0.000    0.000    0.000 zipfile.py:705(ZipFile)
        1    0.000    0.000    0.000    0.000 __init__.py:134(get_projection_names)
        2    0.000    0.000    0.000    0.000 cbook.py:460(__init__)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2864(Text)
        1    0.000    0.000    0.000    0.000 ticker.py:341(ScalarFormatter)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2164(Canvas)
        1    0.000    0.000    0.000    0.000 decoder.py:303(__init__)
        1    0.000    0.000    0.000    0.000 <string>:1(Mismatch)
        1    0.000    0.000    0.000    0.000 threading.py:372(notify)
        1    0.000    0.000    0.000    0.000 atexit.py:6(<module>)
        4    0.000    0.000    0.000    0.000 :0(setimage)
        1    0.000    0.000    0.000    0.000 nonstandard.py:10(FitsHDU)
        1    0.000    0.000    0.000    0.000 core.py:5697(MaskedConstant)
        1    0.000    0.000    0.000    0.000 spfun_stats.py:34(<module>)
        4    0.000    0.000    0.000    0.000 Image.py:449(__init__)
        2    0.000    0.000    0.000    0.000 linalg.py:167(_assertNonEmpty)
        1    0.000    0.000    0.000    0.000 mathtext.py:2962(__init__)
        1    0.000    0.000    0.000    0.000 Tkinter.py:1519(Wm)
        1    0.000    0.000    0.000    0.000 linalg.py:127(_to_native_byte_order)
        1    0.000    0.000    0.000    0.000 quiver.py:791(Barbs)
        6    0.000    0.000    0.000    0.000 :0(acquire)
        3    0.000    0.000    0.000    0.000 index_tricks.py:228(__init__)
        2    0.000    0.000    0.000    0.000 numeric.py:1473(set_string_function)
        1    0.000    0.000    0.000    0.000 tz.py:83(tzlocal)
        1    0.000    0.000    0.000    0.000 backend_mixed.py:6(MixedModeRenderer)
        4    0.000    0.000    0.000    0.000 :0(transpose)
        1    0.000    0.000    0.000    0.000 table.py:34(Cell)
        1    0.000    0.000    0.000    0.000 <string>:1(Attribute)
        1    0.000    0.000    0.000    0.000 <string>:1(Traceback)
        1    0.000    0.000    0.000    0.000 __init__.py:218(Verbose)
        1    0.000    0.000    0.000    0.000 core.py:5703(__new__)
        1    0.000    0.000    0.000    0.000 copy_reg.py:14(pickle)
        1    0.000    0.000    0.000    0.000 backend_pdf.py:390(PdfFile)
        1    0.000    0.000    0.000    0.000 <string>:1(ModuleInfo)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:446(transpose)
        1    0.000    0.000    0.000    0.000 mbcs.py:20(decode)
        1    0.000    0.000    0.000    0.000 _iotools.py:236(NameValidator)
        1    0.000    0.000    0.000    0.000 financial.py:8(<module>)
        2    0.000    0.000    0.000    0.000 tokenize.py:46(maybe)
        1    0.000    0.000    0.000    0.000 rcsetup.py:107(validate_backend)
        5    0.000    0.000    0.000    0.000 utils.py:108(__init__)
        2    0.000    0.000    0.000    0.000 getlimits.py:267(max)
        1    0.000    0.000    0.000    0.000 column.py:782(_ASCIIColDefs)
        7    0.000    0.000    0.000    0.000 rrule.py:53(__init__)
        1    0.000    0.000    0.000    0.000 mathtext.py:1243(Box)
        1    0.000    0.000    0.000    0.000 six.py:126(_resolve)
        1    0.000    0.000    0.000    0.000 <string>:1(DecimalTuple)
        1    0.000    0.000    0.000    0.000 doccer.py:2(<module>)
        1    0.000    0.000    0.000    0.000 groups.py:12(Group)
        1    0.000    0.000    0.000    0.000 keyword.py:11(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:2089(CompositeGenericTransform)
        2    0.000    0.000    0.000    0.000 subprocess.py:761(__del__)
        1    0.000    0.000    0.000    0.000 calendar.py:66(_localized_day)
        2    0.000    0.000    0.000    0.000 linalg.py:71(isComplexType)
        1    0.000    0.000    0.000    0.000 hex_codec.py:27(hex_decode)
        1    0.000    0.000    0.000    0.000 fitsrec.py:14(FITS_record)
        1    0.000    0.000    0.000    0.000 image.py:1026(BboxImage)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2490(Cursors)
        1    0.000    0.000    0.000    0.000 numeric.py:2571(_setdef)
        1    0.000    0.000    0.000    0.000 arraypad.py:4(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(ArgInfo)
        1    0.000    0.000    0.000    0.000 <string>:1(ArgSpec)
        2    0.000    0.000    0.000    0.000 legend_handler.py:204(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:27(get_projection_names)
        7    0.000    0.000    0.000    0.000 rcsetup.py:360(__init__)
        1    0.000    0.000    0.000    0.000 lambertw.py:1(<module>)
        8    0.000    0.000    0.000    0.000 sre_parse.py:206(tell)
        1    0.000    0.000    0.000    0.000 :0(localtime)
        1    0.000    0.000    0.000    0.000 gzip.py:36(GzipFile)
        1    0.000    0.000    0.000    0.000 image.py:790(PcolorImage)
        2    0.000    0.000    0.000    0.000 pyparsing_py2.py:409(__getattr__)
        7    0.000    0.000    0.000    0.000 case.py:609(_deprecate)
        1    0.000    0.000    0.000    0.000 extras.py:1427(__init__)
        7    0.000    0.000    0.000    0.000 __future__.py:75(__init__)
        1    0.000    0.000    0.000    0.000 table.py:40(_TableLikeHDU)
        7    0.000    0.000    0.000    0.000 relativedelta.py:18(__init__)
        2    0.000    0.000    0.000    0.000 linalg.py:84(_realType)
        1    0.000    0.000    0.000    0.000 patches.py:2420(_Base)
        1    0.000    0.000    0.000    0.000 socket.py:235(_fileobject)
        2    0.000    0.000    0.000    0.000 :0(GetStdHandle)
        1    0.000    0.000    0.000    0.000 <string>:1(Match)
        1    0.000    0.000    0.000    0.000 array_printer.py:2(<module>)
        1    0.000    0.000    0.000    0.000 :0(ravel)
        1    0.000    0.000    0.000    0.000 pyparsing_py2.py:271(ParseResults)
        1    0.000    0.000    0.000    0.000 image.py:916(FigureImage)
        1    0.000    0.000    0.000    0.000 pyparsing_py2.py:1037(enablePackrat)
        2    0.000    0.000    0.000    0.000 index_tricks.py:217(_retval)
        1    0.000    0.000    0.000    0.000 fontconfig_pattern.py:39(FontconfigPatternParser)
        4    0.000    0.000    0.000    0.000 :0(log)
        1    0.000    0.000    0.000    0.000 urllib.py:116(URLopener)
        1    0.000    0.000    0.000    0.000 polynomial.py:928(poly1d)
        1    0.000    0.000    0.000    0.000 <string>:1(Arguments)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1303(MouseEvent)
        1    0.000    0.000    0.000    0.000 :0(mbcs_decode)
        1    0.000    0.000    0.000    0.000 arrayprint.py:686(__init__)
        3    0.000    0.000    0.000    0.000 :0(expandtabs)
       10    0.000    0.000    0.000    0.000 pyparsing_py2.py:3293(<lambda>)
        3    0.000    0.000    0.000    0.000 tempfile.py:376(__init__)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2633(Menu)
        1    0.000    0.000    0.000    0.000 :0(view)
        1    0.000    0.000    0.000    0.000 ssl.py:100(SSLSocket)
        1    0.000    0.000    0.000    0.000 _internal.py:219(_ctypes)
        1    0.000    0.000    0.000    0.000 index_tricks.py:431(__init__)
        1    0.000    0.000    0.000    0.000 tempfile.py:497(SpooledTemporaryFile)
        5    0.000    0.000    0.000    0.000 threading.py:58(__init__)
        1    0.000    0.000    0.000    0.000 groups.py:83(GroupData)
        1    0.000    0.000    0.000    0.000 backend_pdf.py:1980(GraphicsContextPdf)
        1    0.000    0.000    0.000    0.000 Tkconstants.py:4(<module>)
        1    0.000    0.000    0.000    0.000 dviread.py:37(Dvi)
        1    0.000    0.000    0.000    0.000 rrule.py:824(rruleset)
        6    0.000    0.000    0.000    0.000 pyparsing_py2.py:3097(postParse)
        5    0.000    0.000    0.000    0.000 utils.py:93(_set_function_name)
        1    0.000    0.000    0.000    0.000 rrule.py:893(_rrulestr)
        1    0.000    0.000    0.000    0.000 :0(unpack)
        3    0.000    0.000    0.000    0.000 :0(__array_prepare__)
        1    0.000    0.000    0.000    0.000 ufunclike.py:4(<module>)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
        4    0.000    0.000    0.000    0.000 docstring.py:34(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:453(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:1889(BlendedGenericTransform)
        1    0.000    0.000    0.000    0.000 collections.py:879(LineCollection)
        1    0.000    0.000    0.000    0.000 __init__.py:1057(get_backend)
        1    0.000    0.000    0.000    0.000 offsetbox.py:134(OffsetBox)
        1    0.000    0.000    0.000    0.000 tempfile.py:120(__init__)
        1    0.000    0.000    0.000    0.000 cbook.py:346(Scheduler)
        1    0.000    0.000    0.000    0.000 csv.py:73(DictReader)
        1    0.000    0.000    0.000    0.000 font_manager.py:590(FontProperties)
        1    0.000    0.000    0.000    0.000 afm.py:336(AFM)
        2    0.000    0.000    0.000    0.000 pyparsing_py2.py:370(__iter__)
        1    0.000    0.000    0.000    0.000 transforms.py:1046(Transform)
        1    0.000    0.000    0.000    0.000 transforms.py:1503(AffineBase)
        3    0.000    0.000    0.000    0.000 :0(abs)
        2    0.000    0.000    0.000    0.000 cbook.py:1414(__init__)
        1    0.000    0.000    0.000    0.000 triangulation.py:6(Triangulation)
        2    0.000    0.000    0.000    0.000 :0(hexlify)
        1    0.000    0.000    0.000    0.000 __init__.py:332(CDLL)
        1    0.000    0.000    0.000    0.000 transforms.py:1405(TransformWrapper)
        1    0.000    0.000    0.000    0.000 base.py:1495(NonstandardExtHDU)
        1    0.000    0.000    0.000    0.000 version.py:292(__cmp__)
        1    0.000    0.000    0.000    0.000 textpath.py:401(TextPath)
        1    0.000    0.000    0.000    0.000 dual.py:50(register_func)
        4    0.000    0.000    0.000    0.000 :0(pixel_access)
        1    0.000    0.000    0.000    0.000 geo.py:249(AitoffTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:1562(Affine2DBase)
        1    0.000    0.000    0.000    0.000 :0(utcfromtimestamp)
        1    0.000    0.000    0.000    0.000 stackplot.py:8(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:1651(Affine2D)
        1    0.000    0.000    0.000    0.000 fitsrec.py:149(FITS_rec)
        1    0.000    0.000    0.000    0.000 urlparse.py:73(ResultMixin)
        1    0.000    0.000    0.000    0.000 tokenize.py:45(any)
        2    0.000    0.000    0.000    0.000 subprocess.py:460(_cleanup)
        2    0.000    0.000    0.000    0.000 :0(set_string_function)
        6    0.000    0.000    0.000    0.000 core.py:768(__init__)
        1    0.000    0.000    0.000    0.000 text.py:1018(TextWithDash)
        1    0.000    0.000    0.000    0.000 mathtext.py:546(TruetypeFonts)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2414(FigureManagerBase)
        1    0.000    0.000    0.000    0.000 axis.py:1811(YAxis)
        1    0.000    0.000    0.000    0.000 contour.py:670(ContourSet)
        1    0.000    0.000    0.000    0.000 UserDict.py:40(items)
        1    0.000    0.000    0.000    0.000 :0(exp)
        1    0.000    0.000    0.000    0.000 nosetester.py:85(NoseTester)
        1    0.000    0.000    0.000    0.000 figure.py:49(AxesStack)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:15(Gcf)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2434(Entry)
        2    0.000    0.000    0.000    0.000 pyparsing_py2.py:1032(resetCache)
        1    0.000    0.000    0.000    0.000 mathtext.py:783(UnicodeFonts)
        2    0.000    0.000    0.000    0.000 :0(fileno)
        1    0.000    0.000    0.000    0.000 ImagePalette.py:25(ImagePalette)
        1    0.000    0.000    0.000    0.000 urllib.py:610(FancyURLopener)
        1    0.000    0.000    0.000    0.000 arrayterator.py:21(Arrayterator)
        1    0.000    0.000    0.000    0.000 subprocess.py:649(Popen)
        1    0.000    0.000    0.000    0.000 parser.py:165(parserinfo)
        1    0.000    0.000    0.000    0.000 colors.py:240(ColorConverter)
        1    0.000    0.000    0.000    0.000 mathtext.py:2941(MathTextParser)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2539(Listbox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:861(AnchoredOffsetbox)
        2    0.000    0.000    0.000    0.000 :0(has_key)
        1    0.000    0.000    0.000    0.000 cbook.py:813(RingBuffer)
        1    0.000    0.000    0.000    0.000 tempfile.py:108(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 Tkinter.py:3551(PanedWindow)
        1    0.000    0.000    0.000    0.000 __init__.py:13(register)
        1    0.000    0.000    0.000    0.000 tz.py:31(tzutc)
        4    0.000    0.000    0.000    0.000 six.py:67(_add_doc)
        1    0.000    0.000    0.000    0.000 relativedelta.py:45(relativedelta)
        1    0.000    0.000    0.000    0.000 ticker.py:1206(MaxNLocator)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1198(LocationEvent)
        1    0.000    0.000    0.000    0.000 calendar.py:126(Calendar)
        1    0.000    0.000    0.000    0.000 polar.py:22(PolarTransform)
        5    0.000    0.000    0.000    0.000 :0(release)
        3    0.000    0.000    0.000    0.000 _cm.py:84(get_color_function)
        1    0.000    0.000    0.000    0.000 font_manager.py:942(FontManager)
        1    0.000    0.000    0.000    0.000 diff.py:51(_BaseDiff)
        2    0.000    0.000    0.000    0.000 :0(maketrans)
        1    0.000    0.000    0.000    0.000 runner.py:28(TextTestResult)
        1    0.000    0.000    0.000    0.000 linalg.py:151(_assertRank2)
        1    0.000    0.000    0.000    0.000 axis.py:1540(XAxis)
        4    0.000    0.000    0.000    0.000 pyparsing_py2.py:262(__init__)
        1    0.000    0.000    0.000    0.000 Tkinter.py:1941(Grid)
        1    0.000    0.000    0.000    0.000 transforms.py:53(TransformNode)
        1    0.000    0.000    0.000    0.000 calendar.py:132(__init__)
        2    0.000    0.000    0.000    0.000 :0(item)
        1    0.000    0.000    0.000    0.000 widgets.py:1157(RectangleSelector)
        1    0.000    0.000    0.000    0.000 mathtext.py:893(StixFonts)
        1    0.000    0.000    0.000    0.000 __init__.py:240(__init__)
        1    0.000    0.000    0.000    0.000 triangulate.py:24(Triangulation)
        1    0.000    0.000    0.000    0.000 cm.py:157(ScalarMappable)
        4    0.000    0.000    0.000    0.000 core.py:2443(__get__)
        4    0.000    0.000    0.000    0.000 __init__.py:429(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:1424(__enter__)
        1    0.000    0.000    0.000    0.000 copy.py:113(_copy_with_constructor)
        1    0.000    0.000    0.000    0.000 textpath.py:19(TextToPath)
        1    0.000    0.000    0.000    0.000 six.py:72(_import_module)
        1    0.000    0.000    0.000    0.000 legend_handler.py:541(__init__)
        3    0.000    0.000    0.000    0.000 tempfile.py:45(_set_cloexec)
        1    0.000    0.000    0.000    0.000 mathtext.py:2354(State)
        1    0.000    0.000    0.000    0.000 collections.py:1151(PatchCollection)
        1    0.000    0.000    0.000    0.000 backend_bases.py:63(ShowBase)
        1    0.000    0.000    0.000    0.000 encoder.py:101(__init__)
        1    0.000    0.000    0.000    0.000 numbers.py:270(Rational)
        1    0.000    0.000    0.000    0.000 atexit.py:37(register)
        1    0.000    0.000    0.000    0.000 blocking_input.py:120(BlockingMouseInput)
        3    0.000    0.000    0.000    0.000 arrayprint.py:658(__init__)
        2    0.000    0.000    0.000    0.000 :0(toordinal)
        3    0.000    0.000    0.000    0.000 __init__.py:494(CFunctionType)
        3    0.000    0.000    0.000    0.000 :0(deleter)
        1    0.000    0.000    0.000    0.000 core.py:5507(mvoid)
        1    0.000    0.000    0.000    0.000 difflib.py:1672(HtmlDiff)
        1    0.000    0.000    0.000    0.000 _iotools.py:145(LineSplitter)
        1    0.000    0.000    0.000    0.000 loader.py:38(TestLoader)
        1    0.000    0.000    0.000    0.000 collections.py:381(Counter)
        1    0.000    0.000    0.000    0.000 _import_tools.py:6(PackageLoader)
        1    0.000    0.000    0.000    0.000 StringIO.py:42(StringIO)
        1    0.000    0.000    0.000    0.000 diff.py:173(FITSDiff)
        1    0.000    0.000    0.000    0.000 pyparsing_py2.py:2662(ParseElementEnhance)
        1    0.000    0.000    0.000    0.000 docstring.py:6(Substitution)
        1    0.000    0.000    0.000    0.000 transforms.py:2215(CompositeAffine2D)
        1    0.000    0.000    0.000    0.000 threading.py:299(_is_owned)
        1    0.000    0.000    0.000    0.000 cbook.py:158(_BoundMethodProxy)
        1    0.000    0.000    0.000    0.000 transforms.py:2407(BboxTransformFrom)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:75(ChunkStream)
        1    0.000    0.000    0.000    0.000 blocking_input.py:31(BlockingInput)
        1    0.000    0.000    0.000    0.000 ticker.py:772(EngFormatter)
        1    0.000    0.000    0.000    0.000 polar.py:81(PolarAffine)
        1    0.000    0.000    0.000    0.000 :0(conjugate)
        1    0.000    0.000    0.000    0.000 axes.py:157(_process_plot_var_args)
        1    0.000    0.000    0.000    0.000 streamplot.py:248(Grid)
        1    0.000    0.000    0.000    0.000 :0(a2b_hex)
        1    0.000    0.000    0.000    0.000 Image.py:407(_E)
        1    0.000    0.000    0.000    0.000 Tkinter.py:3371(Spinbox)
        1    0.000    0.000    0.000    0.000 collections.py:865(StarPolygonCollection)
        1    0.000    0.000    0.000    0.000 colors.py:482(Colormap)
        1    0.000    0.000    0.000    0.000 collections.py:872(AsteriskPolygonCollection)
        1    0.000    0.000    0.000    0.000 widgets.py:21(LockDraw)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:2268(size)
        1    0.000    0.000    0.000    0.000 widgets.py:961(SpanSelector)
        1    0.000    0.000    0.000    0.000 ImageMode.py:22(ModeDescriptor)
        1    0.000    0.000    0.000    0.000 arrayprint.py:713(__init__)
        1    0.000    0.000    0.000    0.000 util.py:76(lazyproperty)
        1    0.000    0.000    0.000    0.000 records.py:214(record)
        1    0.000    0.000    0.000    0.000 urllib.py:851(ftpwrapper)
        1    0.000    0.000    0.000    0.000 utils.py:1416(__init__)
        1    0.000    0.000    0.000    0.000 main.py:63(TestProgram)
        1    0.000    0.000    0.000    0.000 difflib.py:46(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 _datasource.py:148(DataSource)
        3    0.000    0.000    0.000    0.000 core.py:736(__init__)
        3    0.000    0.000    0.000    0.000 _inspect.py:159(<lambda>)
        2    0.000    0.000    0.000    0.000 __init__.py:244(set_level)
        3    0.000    0.000    0.000    0.000 :0(getpid)
        5    0.000    0.000    0.000    0.000 :0(locals)
        1    0.000    0.000    0.000    0.000 pyparsing_py2.py:1579(Keyword)
        1    0.000    0.000    0.000    0.000 rcsetup.py:84(validate_int)
        1    0.000    0.000    0.000    0.000 rcsetup.py:47(__call__)
        1    0.000    0.000    0.000    0.000 units.py:69(ConversionInterface)
        1    0.000    0.000    0.000    0.000 pyparsing_py2.py:2723(__str__)
        1    0.000    0.000    0.000    0.000 image.py:667(NonUniformImage)
        1    0.000    0.000    0.000    0.000 pyparsing_py2.py:2288(ParseExpression)
        1    0.000    0.000    0.000    0.000 widgets.py:108(Button)
        1    0.000    0.000    0.000    0.000 scale.py:56(LinearScale)
        3    0.000    0.000    0.000    0.000 __init__.py:104(CFunctionType)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2085(Button)
        1    0.000    0.000    0.000    0.000 cbook.py:1070(Stack)
        1    0.000    0.000    0.000    0.000 Tkinter.py:198(Variable)
        1    0.000    0.000    0.000    0.000 pyparsing_py2.py:1662(CaselessKeyword)
        1    0.000    0.000    0.000    0.000 Tkinter.py:1846(Pack)
        1    0.000    0.000    0.000    0.000 Tkinter.py:3299(PhotoImage)
        1    0.000    0.000    0.000    0.000 Tkinter.py:1994(BaseWidget)
        1    0.000    0.000    0.000    0.000 offsetbox.py:600(TextArea)
        1    0.000    0.000    0.000    0.000 backend_agg.py:411(FigureCanvasAgg)
        1    0.000    0.000    0.000    0.000 Image.py:1683(_ImageCrop)
        1    0.000    0.000    0.000    0.000 geo.py:500(LambertTransform)
        1    0.000    0.000    0.000    0.000 streaming.py:11(StreamingHDU)
        1    0.000    0.000    0.000    0.000 colors.py:819(Normalize)
        1    0.000    0.000    0.000    0.000 threading.py:787(_set_ident)
        1    0.000    0.000    0.000    0.000 widgets.py:656(SubplotTool)
        1    0.000    0.000    0.000    0.000 tzwin.py:28(tzwinbase)
        1    0.000    0.000    0.000    0.000 colors.py:642(LinearSegmentedColormap)
